iter	Passed	Remaining
412	4172	878
413	4181	868
414	4189	858
415	4200	848
416	4210	838
417	4218	827
418	4229	817
419	4238	807
420	4248	797
421	4259	787
422	4267	776
423	4278	766
424	4287	756
425	4298	746
426	4308	736
427	4318	726
428	4328	716
429	4338	706
430	4348	696
431	4359	686
432	4368	675
433	4378	665
434	4387	655
435	4398	645
436	4408	635
437	4419	625
438	4430	615
439	4439	605
440	4449	595
441	4459	585
442	4470	575
443	4480	565
444	4490	554
445	4500	544
446	4510	534
447	4520	524
448	4530	514
449	4540	504
450	4550	494
451	4561	484
452	4571	474
453	4581	464
454	4592	454
455	4601	444
456	4611	433
457	4623	424
458	4633	413
459	4643	403
460	4655	393
461	4664	383
462	4675	373
463	4686	363
464	4695	353
465	4706	343
466	4718	333
467	4728	323
468	4739	313
469	4749	303
470	4760	293
471	4771	283
472	4780	272
473	4791	262
474	4801	252
475	4811	242
476	4820	232
477	4828	222
478	4838	212
479	4849	202
480	4860	191
481	4870	181
482	4880	171
483	4889	161
484	4900	151
485	4910	141
486	4921	131
487	4930	121
488	4941	111
489	4952	101
490	4962	90
491	4973	80
492	4983	70
493	4993	60
494	5004	50
495	5013	40
496	5024	30
497	5034	20
498	5044	10
499	5056	0
