iter	Passed	Remaining
956	5870	263
957	5876	257
958	5882	251
959	5888	245
960	5896	239
961	5903	233
962	5909	227
963	5914	220
964	5920	214
965	5926	208
966	5931	202
967	5937	196
968	5943	190
969	5949	184
970	5956	177
971	5962	171
972	5969	165
973	5975	159
974	5982	153
975	5987	147
976	5993	141
977	5999	134
978	6006	128
979	6011	122
980	6017	116
981	6023	110
982	6029	104
983	6034	98
984	6040	91
985	6047	85
986	6052	79
987	6059	73
988	6065	67
989	6070	61
990	6077	55
991	6083	49
992	6089	42
993	6095	36
994	6100	30
995	6107	24
996	6113	18
997	6119	12
998	6124	6
999	6131	0
