iter	Logloss
335	0.6698286533
336	0.6697861653
337	0.6697551239
338	0.6697044909
339	0.6696706176
340	0.6696321527
341	0.6695812959
342	0.6695342598
343	0.6694955316
344	0.6694421712
345	0.6693981312
346	0.6693476165
347	0.6692982831
348	0.6692680852
349	0.6692417602
350	0.6692266026
351	0.6691936943
352	0.6691590717
353	0.6690991847
354	0.669061264
355	0.6690307709
356	0.6689741513
357	0.6689426996
358	0.6688937965
359	0.6688230724
360	0.668787101
361	0.6687471898
362	0.6687168727
363	0.6686851868
364	0.6686465987
365	0.6685936165
366	0.668559686
367	0.6685423971
368	0.668488855
369	0.6684508842
370	0.6684092701
371	0.6683658915
372	0.6682972939
373	0.6682589885
374	0.6682248072
375	0.6681966502
376	0.6681767218
377	0.6681297592
378	0.6680776954
379	0.6680495952
380	0.6679951719
381	0.6679556754
382	0.6679216417
383	0.6679070778
384	0.6678632069
385	0.667832028
386	0.6677876549
387	0.6677699182
388	0.6677133661
389	0.6676809161
390	0.6676498601
391	0.6676209305
392	0.6675903119
393	0.6675159753
394	0.6674218627
395	0.6673804546
396	0.6673460578
397	0.667284202
398	0.6672450605
399	0.6672234364
400	0.6671840236
401	0.6671342448
402	0.6670887203
403	0.6670365031
404	0.6669914316
405	0.6669524871
406	0.6668993436
407	0.6668752687
408	0.6668516583
409	0.6668111455
410	0.6667821634
411	0.666761388
412	0.666731802
413	0.6667110146
414	0.6666750307
415	0.6666363566
416	0.6666052444
417	0.6665675292
418	0.6665293495
419	0.6664972315
420	0.6664638317
421	0.6664364339
422	0.6663844059
423	0.6663205534
424	0.6662563444
425	0.6662357941
426	0.666178378
427	0.6661434822
428	0.6660861436
429	0.6660504772
430	0.6660164686
431	0.6659776457
432	0.6659339841
433	0.6658772078
434	0.6658505483
435	0.6658027218
436	0.6657605591
437	0.6657289419
438	0.6656915534
439	0.6656775526
440	0.665663216
441	0.6656204285
442	0.6656116239
443	0.6655805561
444	0.6655299096
445	0.6654893383
446	0.6654313563
447	0.6653739288
448	0.6653312489
449	0.6652820291
450	0.6652328078
451	0.6652170138
452	0.6651764488
453	0.6651420038
454	0.6651157309
455	0.6650537582
456	0.6650250074
457	0.6649800073
458	0.6649260149
459	0.6648627163
460	0.6648119222
461	0.664772317
462	0.664739473
463	0.6646955285
464	0.66463485
465	0.6645700869
466	0.6645557226
467	0.6644904397
468	0.6644576109
469	0.6643948015
470	0.664351579
471	0.6643109814
472	0.6642770791
473	0.6642043475
474	0.6641805747
475	0.6641272546
476	0.6641086407
477	0.6640813685
478	0.6640551982
479	0.6640236514
480	0.6639850849
481	0.6639419737
482	0.6639008853
483	0.6638739237
484	0.6638465324
485	0.6638143547
486	0.6637670941
487	0.6637320078
488	0.6636663181
489	0.6636359064
490	0.663589112
491	0.6635626442
492	0.6635204512
493	0.6634902376
494	0.6634471075
495	0.6634084257
496	0.6633830471
497	0.6633538649
498	0.6633216734
499	0.6632736041
500	0.6632141664
501	0.6631937566
502	0.6631363197
503	0.6630937593
504	0.6630572571
505	0.6630302585
506	0.6629987098
507	0.6629466191
508	0.6628947664
509	0.6628608338
510	0.6628010183
511	0.6627390237
512	0.6626942064
513	0.6626458159
514	0.6625792058
515	0.6625650737
516	0.6625255268
517	0.6625024482
518	0.6624701689
519	0.662446049
520	0.6624118712
521	0.6623817585
522	0.6623487438
523	0.6623218107
524	0.6622803262
525	0.6622371602
526	0.6621607322
527	0.6621313466
528	0.662112263
529	0.6620860896
530	0.6620725889
531	0.6620522557
532	0.6619860873
533	0.661966128
534	0.6619395402
535	0.6619032106
536	0.6618680197
537	0.6618309096
538	0.6617962675
539	0.6617467179
540	0.6617019276
541	0.6616564974
542	0.6616251708
543	0.6615969227
544	0.6615685841
545	0.6615421767
546	0.6615251537
547	0.6614810805
548	0.6614531013
549	0.6614303913
550	0.6613827675
551	0.661362543
552	0.6613395563
553	0.6612724619
554	0.6612405546
555	0.6612017608
556	0.6611740088
557	0.6611329564
558	0.6611132274
559	0.66108943
560	0.6610535367
561	0.6610060838
562	0.6609775415
563	0.6609372644
564	0.660868123
565	0.6608454594
566	0.660814442
567	0.6607906489
568	0.6607720851
569	0.6607332862
570	0.6606937183
571	0.6606614256
572	0.6605937142
573	0.6605594169
574	0.6605268418
575	0.6605047682
576	0.6604712345
577	0.660435526
578	0.6604209225
579	0.6603682959
580	0.6603501789
581	0.6603109914
582	0.6602812972
583	0.6602571438
584	0.6601898192
585	0.6601446398
586	0.6601235302
587	0.6601010486
588	0.660040612
589	0.6599832884
590	0.6599407317
591	0.6598920925
592	0.6598580632
593	0.6597912384
594	0.6597508161
595	0.659724644
596	0.6596973299
597	0.6596673872
598	0.6596303968
599	0.6595726021
600	0.6595079436
601	0.6594073328
602	0.6593769213
603	0.6593466658
604	0.6592814258
605	0.659248719
606	0.6592068394
607	0.659160288
608	0.6591039368
609	0.6590773206
610	0.6590336322
611	0.659001034
612	0.6589695326
613	0.6589437624
614	0.6588995744
615	0.6588689561
616	0.6588397903
617	0.6587936016
618	0.6587697358
619	0.658750694
620	0.658723167
621	0.6586983813
622	0.6586833811
623	0.6586423825
624	0.6586090103
625	0.6585454768
626	0.658507152
627	0.6584564002
628	0.6584314689
629	0.658391443
630	0.6583657205
631	0.6583231304
632	0.6583025006
633	0.658265324
634	0.6582198647
635	0.6581984057
636	0.658152554
637	0.6581167598
638	0.6580912723
639	0.6580506766
640	0.6580133329
641	0.6579858834
642	0.6579584886
643	0.6579348314
644	0.6578975748
645	0.6578644185
646	0.6578369698
647	0.6577938521
648	0.6577625013
649	0.6577167177
650	0.6576655881
651	0.6576340963
652	0.6576056999
653	0.6575700108
654	0.6575566811
655	0.6575235101
656	0.6574972169
657	0.6574655363
658	0.6574303549
659	0.6573958714
660	0.6573506661
661	0.6573113356
662	0.6572879712
663	0.6572347111
664	0.6572052248
665	0.6571878013
666	0.6571804521
667	0.6571656984
668	0.6571345435
669	0.6570992996
670	0.6570652871
671	0.6570211718
672	0.6569773039
673	0.6569527963
674	0.6569075245
675	0.6568787978
676	0.656862333
677	0.6568409378
678	0.6567896209
679	0.6567641304
680	0.6567103297
681	0.6566950989
682	0.6566732353
683	0.6566538651
684	0.6566327926
685	0.6565918706
686	0.6565762234
687	0.6565547769
688	0.6565094437
689	0.6564828133
690	0.6564561627
691	0.656392972
692	0.6563599541
693	0.6563329551
694	0.6563092028
695	0.6562714511
696	0.6562537639
697	0.6562405862
698	0.6562196136
699	0.6561883427
700	0.6561652147
701	0.6561250599
702	0.6560784776
703	0.6560649502
704	0.6560194015
705	0.6559960971
706	0.6559784848
707	0.6559478287
708	0.6559202017
709	0.6558881606
710	0.6558388804
711	0.6558257862
712	0.6557654789
713	0.6557375858
714	0.6557271983
715	0.6556676676
716	0.6556088128
717	0.6555730322
718	0.6555478453
719	0.655516638
720	0.6554620513
721	0.6554522511
722	0.6554368377
723	0.6554099242
724	0.6553554138
725	0.6553355757
726	0.6553205692
727	0.6552750617
728	0.6552421815
729	0.6552066432
730	0.6551676046
731	0.6551147044
732	0.655084503
733	0.6550453149
734	0.655005712
735	0.6549336861
736	0.6549033044
737	0.6548765606
738	0.6548551347
739	0.6548023093
740	0.6547688616
741	0.654746905
742	0.6546760209
743	0.6546561981
744	0.6546292584
745	0.6545763488
746	0.6545275466
747	0.65451068
748	0.6544816367
749	0.6544513776
750	0.6544317133
751	0.6543896171
752	0.6543648704
753	0.6543296725
754	0.65430662
755	0.6542418871
756	0.6542165515
757	0.6541947735
758	0.6541673222
759	0.6541093724
760	0.6540651567
761	0.6540266992
762	0.6539828148
763	0.6539489888
764	0.6539198407
765	0.6538925792
766	0.653864433
767	0.6538504097
768	0.6538267769
769	0.6537830908
770	0.6537537175
771	0.6536826926
772	0.6536448791
773	0.6536144658
774	0.6535718681
775	0.6535428598
776	0.6535201054
777	0.653500054
778	0.6534823962
779	0.6534438111
780	0.6534152984
781	0.6533604853
782	0.6533404695
783	0.6533085643
784	0.653269457
785	0.6532461716
786	0.6532083273
787	0.65317759
788	0.6531553785
789	0.6531426665
790	0.6531252066
791	0.6530981792
792	0.6530707155
793	0.6530225788
794	0.6529814567
795	0.6529316922
796	0.65291
797	0.652859253
798	0.6528300683
799	0.652801486
800	0.6527649206
801	0.6527391891
802	0.6527053834
803	0.6526919789
804	0.6526600678
805	0.6526232513
806	0.6526061826
807	0.6525794482
808	0.6525482664
809	0.652509632
810	0.6524876558
811	0.6524803167
812	0.6524613672
813	0.6524302357
814	0.6524098212
815	0.6524028829
816	0.6523780233
817	0.6523392538
818	0.6522528145
819	0.6522338806
820	0.652208339
821	0.6521715398
822	0.6521559563
823	0.6521298802
824	0.6520829527
825	0.6520487369
826	0.6520354753
827	0.6520028522
828	0.6519724618
829	0.651939245
830	0.6519124634
831	0.651883967
832	0.6518573315
833	0.6518129143
834	0.6517709266
835	0.6517374757
836	0.6517171627
837	0.6516600018
838	0.6516422465
839	0.6516350184
840	0.6515754456
841	0.6515386688
842	0.6515253317
843	0.6515110092
844	0.6514849499
845	0.6514405323
846	0.6514310669
847	0.6513825334
848	0.6513617433
849	0.6513257847
850	0.651293043
851	0.6512589072
852	0.6512314358
853	0.6512013331
854	0.6511719298
855	0.6511293033
856	0.6511031334
857	0.6510551367
858	0.6510258058
859	0.6509666058
860	0.6509440564
861	0.6509110862
862	0.6508740751
863	0.6508390836
864	0.6508070304
865	0.6507854149
866	0.6507499294
867	0.6507366286
868	0.6506968398
869	0.6506725511
870	0.6506439549
871	0.6505767741
872	0.6505497976
873	0.650519503
874	0.6504872286
875	0.6504622671
876	0.6504375622
877	0.6503836316
878	0.650359429
879	0.6503418177
880	0.6503158553
881	0.6502481144
882	0.6502335541
883	0.6502012607
884	0.6501633256
885	0.650133965
886	0.6501182033
887	0.6500970887
888	0.6500669379
889	0.6500303353
890	0.6500114776
891	0.6499689442
892	0.6499044424
893	0.6498740466
894	0.6498417125
895	0.6497787093
896	0.6497467681
897	0.6497096943
898	0.6496619227
899	0.6495943152
900	0.6495602537
901	0.6495232415
902	0.6494863539
903	0.6494605741
904	0.6494183158
905	0.649406526
906	0.6493741932
907	0.6493497319
908	0.6493351501
909	0.6493200606
910	0.6493100694
911	0.6492659565
912	0.6492553974
913	0.6492370097
914	0.6492100405
915	0.6491903853
916	0.6491716659
917	0.6491351031
918	0.6491015119
919	0.649077042
920	0.6490393643
921	0.6490083915
922	0.6489877259
923	0.6489603346
924	0.6489496547
925	0.6489222961
926	0.6489034094
927	0.6488690927
928	0.6488501698
929	0.6488162883
930	0.6487914844
931	0.6487661683
932	0.648744818
933	0.6487228004
934	0.6486973154
935	0.6486772397
936	0.6486489743
937	0.6486297735
938	0.6485952257
939	0.6485703266
940	0.648533798
941	0.6485198156
942	0.6484955994
943	0.6484812211
944	0.648445292
945	0.6484256656
946	0.6484075601
947	0.6483731154
948	0.6483581119
949	0.6483332185
950	0.6482983931
951	0.6482566163
952	0.6482136944
953	0.6481546314
954	0.6481439985
955	0.6481095292
956	0.6480822316
957	0.6480566619
958	0.648023885
959	0.6479926423
960	0.6479589474
961	0.6479031145
962	0.6478656431
963	0.6478378785
964	0.6478164794
965	0.6477768266
966	0.6477610387
967	0.6477383165
968	0.6477183808
969	0.6476917143
970	0.6476473137
971	0.6476144478
972	0.6475558968
973	0.6474953625
974	0.6474570985
975	0.6474250794
976	0.6473832661
977	0.6473695916
978	0.6473433686
979	0.6473261864
980	0.6473111252
981	0.6473000471
982	0.6472683415
983	0.64725593
984	0.6472111331
985	0.6471972015
986	0.6471635114
987	0.6471328737
988	0.6471019991
989	0.6470810834
990	0.647056306
991	0.6470252868
992	0.6469970875
993	0.646971199
994	0.6469444856
995	0.646894245
996	0.6468543083
997	0.6468368386
998	0.6468167822
999	0.6468005347
