iter	Logloss
338	0.5829047587
339	0.5827711451
340	0.5827165142
341	0.5826377771
342	0.5825626612
343	0.5824570389
344	0.582424026
345	0.5823188804
346	0.5821989149
347	0.5821232062
348	0.5820330628
349	0.5819446049
350	0.5818563461
351	0.5817573327
352	0.5816344991
353	0.5815236038
354	0.5814426345
355	0.5813125247
356	0.5812259447
357	0.5811457067
358	0.5810618379
359	0.5809289592
360	0.5808641004
361	0.5807930298
362	0.5806394773
363	0.5805529242
364	0.5804465195
365	0.580331182
366	0.5802472356
367	0.5801725128
368	0.58008287
369	0.5799408647
370	0.5798505465
371	0.5797811389
372	0.5796943621
373	0.5795684136
374	0.5795146137
375	0.5794468232
376	0.5793451265
377	0.5792352678
378	0.5791457012
379	0.5790810003
380	0.5790105808
381	0.5788964373
382	0.5787720036
383	0.5786831707
384	0.5785444264
385	0.5784943849
386	0.5784371254
387	0.5783021651
388	0.5782211197
389	0.5781560655
390	0.5780085369
391	0.577917102
392	0.577816297
393	0.5776359056
394	0.5775652148
395	0.5773730322
396	0.5772928768
397	0.5772066896
398	0.5771041121
399	0.5770085829
400	0.5769184254
401	0.5768597581
402	0.5767305839
403	0.5766119362
404	0.576513013
405	0.5763766897
406	0.5763057755
407	0.5762092359
408	0.576131387
409	0.5760088763
410	0.5758934421
411	0.5757764407
412	0.5756443452
413	0.5755125473
414	0.575408819
415	0.5753283669
416	0.5752222523
417	0.5751518688
418	0.5750174
419	0.5749380448
420	0.5748772864
421	0.5748110654
422	0.5747304452
423	0.5746075995
424	0.5745563083
425	0.5744442199
426	0.5743575461
427	0.5742460321
428	0.5741807911
429	0.5740722488
430	0.5740022007
431	0.5739107698
432	0.5738579494
433	0.5737502037
434	0.5736879426
435	0.5736377804
436	0.5735400673
437	0.573436848
438	0.5733469663
439	0.5732478311
440	0.5731994802
441	0.5730720197
442	0.5729475486
443	0.5728254042
444	0.5727386358
445	0.5726204752
446	0.5725111722
447	0.572428358
448	0.5723274624
449	0.5722107442
450	0.5721364763
451	0.5720598662
452	0.5719383176
453	0.5718479993
454	0.5717937062
455	0.5716740601
456	0.5715887567
457	0.5715408801
458	0.5714642671
459	0.5713989521
460	0.5712766569
461	0.5711895033
462	0.5711068598
463	0.571041107
464	0.5709696637
465	0.570893386
466	0.5708374786
467	0.5707310317
468	0.5706228561
469	0.5705454526
470	0.5704639924
471	0.5703841392
472	0.5702394586
473	0.5701300221
474	0.5700135298
475	0.5699459416
476	0.5698412685
477	0.5697788387
478	0.5696794349
479	0.5695801689
480	0.5695098961
481	0.5693960721
482	0.5693090848
483	0.5692175791
484	0.5690984128
485	0.5690190635
486	0.5689325044
487	0.5688708926
488	0.5687944223
489	0.5687306551
490	0.5686252566
491	0.5685258074
492	0.5684678291
493	0.568401259
494	0.5683258075
495	0.5682097289
496	0.568069955
497	0.5679784622
498	0.5678979265
499	0.5677670937
