iter	Logloss
0	0.6822580465
1	0.673441974
2	0.6667392999
3	0.6612637163
4	0.6573012976
5	0.6540059341
6	0.6512530038
7	0.6483352832
8	0.646378259
9	0.6446201155
10	0.6431966024
11	0.6418556188
12	0.6406296067
13	0.6394648292
14	0.638520579
15	0.6358928433
16	0.6349513236
17	0.6342668975
18	0.6335966894
19	0.6328693157
20	0.6322953179
21	0.6317242992
22	0.6312283666
23	0.6307681317
24	0.630178099
25	0.6296134954
26	0.6291896677
27	0.6287530363
28	0.6283357331
29	0.6279114202
30	0.627598057
31	0.6271424514
32	0.6268561713
33	0.6265831703
34	0.6262778953
35	0.625920628
36	0.6256093471
37	0.6252943166
38	0.6249935967
39	0.624681613
40	0.6243568499
41	0.6241154189
42	0.6238727816
43	0.6236049779
44	0.6233354155
45	0.6230622046
46	0.6227881781
47	0.6224111535
48	0.6221257522
49	0.6219137197
50	0.6216423037
51	0.6214129195
52	0.6211335839
53	0.6208884059
54	0.6206711118
55	0.62044915
56	0.6200127753
57	0.6197823941
58	0.6195663317
59	0.6192900419
60	0.6191145577
61	0.6188928123
62	0.6186929585
63	0.6184798843
64	0.6182533745
65	0.6179661103
66	0.6177399831
67	0.6175652025
68	0.6173315091
69	0.6171581076
70	0.6169092972
71	0.6167502307
72	0.6165914303
73	0.616431253
74	0.6162554143
75	0.6161360345
76	0.6160003562
77	0.6157664158
78	0.6156206667
79	0.6154083032
80	0.6152913688
81	0.6151441189
82	0.6149799223
83	0.6147267181
84	0.6145485207
85	0.6142401698
86	0.6140391752
87	0.6138214533
88	0.61364122
89	0.6134887544
90	0.6133271452
91	0.6131746246
92	0.6130004319
93	0.6128350671
94	0.6127151381
95	0.6125646818
96	0.6123756805
97	0.6122014712
98	0.6120589885
99	0.611889848
100	0.6117280782
101	0.6115702345
102	0.611353007
103	0.6112062306
104	0.6110685375
105	0.610951007
106	0.6108481761
107	0.6106871334
108	0.6105311142
109	0.6103750345
110	0.610215847
111	0.6100781833
112	0.6099751074
113	0.6098383416
114	0.6097054604
115	0.6095556636
116	0.6094043604
117	0.6092412591
118	0.6090712438
119	0.6089572644
120	0.6082475489
121	0.6080572126
122	0.6079662015
123	0.6077962174
124	0.6076528514
125	0.6075539167
126	0.607475969
127	0.6073600461
128	0.6072453667
129	0.6070671052
130	0.6069206609
131	0.6067646558
132	0.606612578
133	0.6064866934
134	0.6063465465
135	0.6061830733
136	0.6060393589
137	0.6058557527
138	0.6057060885
139	0.6055142169
140	0.6053876851
141	0.6052552204
142	0.605152871
143	0.604953739
144	0.6047879735
145	0.6046455374
146	0.6045715357
147	0.604402895
148	0.604261495
149	0.6041424953
150	0.6040350102
151	0.603883078
152	0.6037276607
153	0.6035936165
154	0.6034728186
155	0.6033315892
156	0.603242253
157	0.6031063262
158	0.6029884157
159	0.6028677785
160	0.6027257348
161	0.6025688135
162	0.6024633128
163	0.6022662308
164	0.6021604087
165	0.602056664
166	0.6019410913
167	0.6017858318
168	0.601727184
169	0.6016142636
170	0.6015175744
171	0.601404501
172	0.6012710096
173	0.6011515465
174	0.6010547691
175	0.6009635233
176	0.6008875834
177	0.6007393674
178	0.6005894056
179	0.6004440761
180	0.6002696455
181	0.6001355633
182	0.6000311166
183	0.5999343323
184	0.5998360318
185	0.59973212
186	0.5996497242
187	0.599519242
188	0.5994524952
189	0.5993314852
190	0.5991898997
191	0.5990906811
192	0.5989819808
193	0.5989093323
194	0.598758567
195	0.5985811083
196	0.5984779308
197	0.5983408642
198	0.5982388424
199	0.5981159868
200	0.5979993847
201	0.5978734499
202	0.597749754
203	0.5976125483
204	0.5974460145
205	0.5973043523
206	0.5971515352
207	0.5970164891
208	0.5969071464
209	0.5967989664
210	0.5967233891
211	0.5965868979
212	0.5964596032
213	0.5962962704
214	0.5961658017
215	0.5960606318
216	0.5959132186
217	0.5957672743
218	0.5956646691
219	0.5955565981
220	0.5954358096
221	0.5953248644
222	0.5951941321
223	0.5950522909
224	0.5949850743
225	0.5948378493
226	0.594701331
227	0.5945515944
228	0.594444973
229	0.5943004549
230	0.5941604571
231	0.5940523566
232	0.593950459
233	0.593823104
234	0.5937091494
235	0.5935769071
236	0.5934657018
237	0.5933121367
238	0.593190502
239	0.5930779632
240	0.592973205
241	0.592869404
242	0.5927663256
243	0.5926923301
244	0.5925581804
245	0.5924782717
246	0.5924162718
247	0.5923027468
248	0.5921619103
249	0.5920790384
250	0.5919650398
251	0.5918253967
252	0.5916614517
253	0.5915723707
254	0.5914707871
255	0.5913642909
256	0.5912600821
257	0.5911251129
258	0.5910433406
259	0.5909451687
260	0.5908576987
261	0.5907211752
262	0.590589584
263	0.5904775419
264	0.5903968142
265	0.5903400524
266	0.5902346208
267	0.5901054571
268	0.589991988
269	0.589872537
270	0.5897733684
271	0.5896771366
272	0.5895248216
273	0.5894218609
274	0.5893421262
275	0.5892215361
276	0.5891957779
277	0.5891287907
278	0.5889567672
279	0.5888065494
280	0.5886910976
281	0.5886237858
282	0.5884837317
283	0.5883892048
284	0.5883249556
285	0.5882436121
286	0.5881103783
287	0.5879929374
288	0.5879375672
289	0.5878372215
290	0.5877391246
291	0.5876326485
292	0.5874461643
293	0.5873314856
294	0.5872054233
295	0.5871183628
296	0.5870030137
297	0.5868813763
298	0.5868184443
299	0.5867015797
300	0.5865423862
301	0.5864216602
302	0.586317969
303	0.5862336742
304	0.5860870783
305	0.5859955851
306	0.5858984266
307	0.5857503573
308	0.5856467865
309	0.5855879318
310	0.5854841324
311	0.5853930789
312	0.5853155067
313	0.5852408476
314	0.585150141
315	0.5850394081
316	0.5849206949
317	0.5848305005
318	0.5847153024
319	0.5846387199
320	0.5846044439
321	0.5845199014
322	0.5844002291
323	0.5843011876
324	0.5842092252
325	0.5841170837
326	0.5840274923
327	0.5839202102
328	0.5837905405
329	0.5836743361
330	0.5835945694
331	0.5835164615
332	0.5834606084
333	0.5833767746
334	0.5832781211
335	0.583221091
336	0.5831157748
337	0.5830368722
